Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany
29,No,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,2,Married,3487,1,No,3,2,6
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,2,Single,19368,1,No,3,3,17
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,2,Divorced,5335,3,No,4,1,13
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,3,Married,6729,2,No,3,4,9
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,2,Divorced,13934,2,Yes,3,3,3
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,1,Single,15174,0,No,3,3,4
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,1,Single,26999,1,Yes,3,3,1
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,1,Single,3164,1,Yes,3,3,10
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,1,Married,16900,1,No,3,3,1
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,1,Married,8544,2,No,3,4,3
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,2,Married,15678,0,No,4,3,3
38,No,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,2,Single,7791,0,No,4,3,7
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,2,Male,1,Divorced,18959,1,No,3,3,10
48,No,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,2,Married,18597,3,No,3,3,2
27,No,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,2,Divorced,16673,1,Yes,4,3,6
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,1,Single,15232,3,No,3,3,1
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,1,Married,3297,1,Yes,3,3,20
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,3,Single,17654,1,No,3,4,8
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,2,Single,24785,9,No,3,3,2
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,2,Single,20978,1,No,3,3,20
32,No,Travel_Rarely,929,Sales,10,3,Marketing,4,Male,2,Single,21703,1,No,3,2,10
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,2,Married,23452,3,Yes,3,3,4
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,2,Female,2,Single,19383,0,No,3,2,9
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,3,Married,6009,1,No,3,3,9
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,3,Single,19373,3,No,3,3,7
47,No,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,2,Single,11825,2,No,3,3,7
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,3,Married,23772,5,Yes,4,3,18
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,4,Married,13514,3,No,3,3,5
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,5,Divorced,8861,3,No,3,2,21
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,2,Single,11924,8,No,3,3,2
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,4,Male,3,Divorced,4809,1,No,4,2,9
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,5,Married,19562,1,No,3,3,22
50,No,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,1,Married,9983,7,No,3,3,2
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,1,Single,3872,7,Yes,3,3,7
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,3,Married,20335,9,No,3,3,8
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,3,Single,15397,4,Yes,3,4,1
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,Male,1,Single,2104,2,No,3,3,5
47,No,Travel_Frequently,217,Sales,3,3,Medical,4,Female,4,Divorced,10225,9,Yes,3,2,22
30,No,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,2,Divorced,25275,7,No,4,2,8
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,1,Single,2755,1,No,3,3,1
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,1,Divorced,20366,6,Yes,3,3,2
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,2,Married,23683,3,No,3,3,2
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,2,Single,7360,3,No,3,3,5
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,1,Married,4344,1,No,3,4,4
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,2,Married,18767,9,No,3,1,8
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,3,,4,Married,20420,7,No,3,2,10
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,1,Single,22929,0,Yes,4,2,4
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,2,Single,23398,8,No,3,1,7
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,1,Divorced,17967,1,No,3,3,2
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,2,Single,,2,No,3,3,2
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,2,Divorced,4761,2,No,3,4,1
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,2,Married,21146,1,No,3,3,10
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,1,Married,20471,6,Yes,3,1,1
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,2,Divorced,4187,3,No,3,3,0
52,No,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,4,Married,10084,1,No,3,4,34
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,1,Single,5207,1,Yes,3,2,10
25,No,Travel_Rarely,883,Sales,26,1,Medical,3,Female,2,Single,22807,1,No,4,2,6
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,2,Single,12388,0,No,3,3,8
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,1,Single,19630,1,No,3,3,2
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,2,Single,10339,4,Yes,3,3,5
34,No,Travel_Rarely,304,Sales,2,3,Other,4,Male,2,Single,18686,1,No,4,3,6
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,5,Married,21199,5,Yes,3,3,5
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,3,Single,14229,1,No,3,3,10
52,No,Non-Travel,715,Research & Development,19,4,Medical,4,Male,1,Married,26589,0,No,3,3,4
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,1,Divorced,5288,3,No,3,3,2
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,2,Married,25549,4,No,3,2,8
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,2,Single,3064,6,No,3,2,4
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,1,Single,13551,2,No,3,3,4
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,2,Divorced,22670,9,Yes,3,3,5
27,No,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,2,Married,24008,0,No,3,3,4
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,1,Divorced,19905,0,Yes,3,2,5
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,2,Single,26085,6,Yes,3,3,15
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,1,Single,7530,1,No,3,3,6
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,1,Married,20317,1,No,3,2,3
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,1,Married,24375,3,No,4,3,2
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,2,Married,9931,1,No,4,3,8
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,2,Married,13305,5,No,3,3,3
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,5,Divorced,16225,1,No,3,2,24
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,1,Married,3445,1,Yes,4,3,0
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,1,Divorced,26551,1,No,3,3,1
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,2,Married,21821,8,No,4,3,5
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,4,Married,6881,5,No,3,3,4
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,1,Married,6689,1,Yes,3,3,1
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,3,Married,25995,0,No,3,4,13
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,2,Single,26507,5,No,3,3,3
47,No,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,4,Married,12982,1,Yes,3,2,26
36,No,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,2,Married,23361,0,No,3,3,9
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,1,Married,23779,1,No,4,3,10
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,5,Single,25761,7,Yes,3,3,31
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,1,Single,13301,3,No,3,3,2
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,2,Married,4051,9,Yes,3,3,4
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,1,Single,16374,6,No,3,2,2
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,1,Married,25527,4,No,3,3,5
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,2,Married,19124,1,No,3,3,14
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,2,Single,11983,6,No,3,3,1
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,2,Single,20234,5,Yes,4,2,0
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,1,Single,6153,1,No,3,3,1
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,2,Married,11806,1,No,3,2,9
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,2,Divorced,4284,2,No,3,2,4
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,1,Single,8306,1,No,3,3,5
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,3,Married,5860,1,No,3,4,9
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,3,Male,2,Single,21519,4,No,3,2,9
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,4,Married,5200,6,No,4,3,4
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,3,Divorced,8842,1,Yes,3,3,9
35,No,Travel_Rarely,950,Research & Development,7,3,Other,3,Male,3,Single,,3,No,4,4,8
28,No,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,2,Married,3698,1,Yes,4,3,8
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,1,Married,2243,0,No,3,1,3
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,1,Married,20898,1,Yes,3,3,8
27,No,Non-Travel,443,Research & Development,3,3,Medical,4,Male,1,Married,16571,1,No,3,2,0
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,4,Married,5594,2,No,3,2,20
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,2,Single,5197,9,No,3,2,5
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,1,Single,21632,7,No,3,2,4
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,Male,2,Divorced,21816,1,No,4,3,9
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,1,Single,17852,1,No,3,2,6
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,2,Married,2823,1,Yes,3,2,18
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,2,Divorced,9250,2,No,3,2,5
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,1,Divorced,2373,9,No,3,2,5
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,Female,3,Married,20715,7,Yes,3,3,5
45,No,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,3,Divorced,19239,4,Yes,3,3,5
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,3,Female,2,Married,22162,5,No,3,2,5
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,3,Female,4,Married,19028,3,No,4,3,9
37,No,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,2,Divorced,24558,4,No,3,3,1
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,2,Male,1,Divorced,23965,1,No,3,3,5
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Male,2,Married,19146,6,No,4,1,2
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,1,Married,5044,2,Yes,4,2,3
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,1,Single,9068,5,Yes,3,3,2
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,1,Married,8635,0,No,4,3,5
25,No,Travel_Rarely,141,Sales,3,1,Other,3,Male,2,Married,14363,1,Yes,3,3,5
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,3,Married,23457,1,Yes,4,3,17
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,1,Divorced,16612,1,Yes,3,2,10
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,4,Male,1,Divorced,9148,0,No,3,3,3
25,No,Travel_Rarely,583,Sales,4,1,Marketing,3,Male,2,Married,18154,1,No,3,4,5
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,3,Female,1,Married,10554,2,No,3,3,4
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,1,Married,10778,0,No,3,2,5
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,2,Male,2,Married,8891,1,No,3,3,10
38,No,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,1,Married,12102,0,No,3,3,2
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,2,Married,23726,2,Yes,3,2,5
31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,4,Male,1,Married,,3,Yes,3,3,6
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,2,Female,1,Divorced,23522,6,Yes,3,3,3
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,Male,4,Married,22789,5,No,3,3,2
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,4,Male,3,Married,9129,3,No,3,3,13
37,No,Travel_Frequently,1231,Sales,21,2,Medical,3,Female,1,Married,21222,5,No,3,3,5
53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,4,Single,20206,6,No,3,3,12
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,4,,2,Married,21782,4,No,3,2,5
47,No,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,2,Married,17783,0,Yes,4,3,7
37,No,Non-Travel,1252,Sales,19,2,Medical,1,Male,3,Single,4814,1,Yes,3,3,10
50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,Male,4,Divorced,4544,1,No,3,3,31
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,2,Married,7790,8,No,3,3,5
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,1,Divorced,22650,3,Yes,3,4,4
32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,Male,1,Single,18016,1,Yes,4,1,1
29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,Female,1,Divorced,6054,6,No,3,3,4
44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,2,Male,1,Married,7508,1,Yes,3,3,8
28,No,Travel_Rarely,821,Sales,5,4,Medical,1,Male,2,Single,24252,1,No,3,3,4
58,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,4,Male,1,Divorced,13384,9,Yes,3,2,1
43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,Female,2,Divorced,23814,4,No,4,4,1
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,3,Female,1,Single,22052,1,No,3,2,2
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,1,Single,8870,1,No,3,2,1
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,3,Male,2,Married,4821,0,Yes,3,2,16
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,4,Female,1,Single,13137,1,Yes,3,2,3
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,2,Married,10022,0,Yes,3,4,3
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,1,Divorced,17725,4,Yes,3,2,7
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,1,Divorced,9834,5,No,3,3,2
39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,1,Married,4303,7,Yes,4,1,2
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,1,Single,17808,1,No,3,3,1
34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,2,Male,1,Divorced,6896,1,No,3,3,1
42,No,Travel_Rarely,462,Sales,14,2,Medical,3,Female,2,Single,7824,7,No,3,3,5
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,1,Single,3339,3,Yes,3,3,3
58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,3,Female,3,Divorced,9255,2,Yes,3,3,6
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,2,Male,1,Married,11737,3,No,3,4,7
35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,4,Female,2,Married,19170,1,Yes,4,1,10
49,No,Travel_Rarely,527,Research & Development,8,2,Other,1,Female,3,Married,22477,4,No,3,2,26
48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,4,Male,1,Married,5543,4,No,3,2,0
31,No,Non-Travel,1188,Sales,20,2,Marketing,4,Female,2,Married,24406,1,No,3,2,9
36,No,Travel_Rarely,188,Research & Development,7,4,Other,2,Male,1,Single,23293,2,No,3,3,6
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,3,Married,16292,1,No,3,3,15
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,1,Married,3974,6,No,4,3,3
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,1,Married,18798,1,Yes,3,3,1
40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,3,Divorced,20652,2,No,3,2,1
26,No,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,2,Single,11148,1,No,3,3,7
41,No,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,1,Single,3119,2,Yes,3,3,18
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,1,Single,12287,4,No,4,3,11
19,Yes,Travel_Rarely,419,Sales,21,3,Other,4,Male,1,Single,9947,1,Yes,3,4,1
20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,Male,1,Single,13008,1,No,3,3,1
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,2,Married,17369,0,Yes,3,1,9
40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,1,Divorced,25063,8,Yes,3,3,1
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,2,Married,13554,1,No,3,4,8
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,3,Married,5518,1,Yes,3,3,16
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,2,Single,12291,0,No,3,3,5
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,3,Married,14922,5,No,3,1,14
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,3,Male,2,Married,23163,1,No,3,2,9
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,1,Married,18203,1,No,3,3,3
35,No,Travel_Rarely,1219,Sales,18,3,Medical,3,Female,2,Married,6179,1,No,3,3,5
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,4,Married,,2,No,3,2,9
58,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,1,Single,26227,4,No,4,3,1
53,No,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,4,Divorced,13938,6,No,3,4,17
30,No,Travel_Rarely,231,Sales,8,2,Other,3,Male,3,Divorced,9977,5,No,3,4,8
38,No,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,2,Single,19899,1,Yes,3,3,5
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,3,Divorced,6812,6,No,3,3,10
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,3,Single,2560,0,No,3,3,8
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,4,Single,17071,4,Yes,3,2,1
47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,2,Divorced,6759,1,Yes,3,4,19
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,2,Divorced,25952,4,No,3,3,7
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,3,Male,1,Single,10322,0,Yes,4,3,3
33,No,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,4,Single,20489,1,No,3,3,10
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,1,Single,11479,6,Yes,4,3,0
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,,1,Single,17241,3,No,3,3,3
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,4,,1,Divorced,11005,3,No,3,3,5
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,4,Divorced,6615,9,No,4,2,5
33,No,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,2,Married,20161,1,Yes,3,3,6
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,5,Divorced,3735,2,No,3,4,18
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,1,Married,12086,9,No,3,3,2
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,2,Married,14039,1,Yes,3,3,9
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,2,Single,8571,1,Yes,3,3,9
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,1,Married,11539,4,Yes,3,3,5
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,4,Married,4161,3,Yes,3,3,12
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,1,Married,12127,0,No,3,2,2
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,3,Divorced,24208,6,No,3,3,8
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,2,Divorced,24117,1,No,3,3,4
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,1,Divorced,10074,1,Yes,4,1,4
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,2,Married,11275,1,No,3,3,4
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,1,Single,13493,1,No,3,3,0
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,3,Married,13943,8,No,3,3,10
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,3,Divorced,6975,1,Yes,3,2,16
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,3,Married,17802,0,Yes,3,2,8
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,1,Single,18275,1,Yes,3,3,1
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,1,Single,25725,0,No,3,3,3
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,2,Married,3334,1,No,3,3,8
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,1,Married,6881,1,No,3,2,4
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,2,Single,13119,2,No,3,3,2
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,3,Single,22245,7,No,3,3,15
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,2,Single,23371,6,No,3,3,2
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,4,Married,7060,1,No,3,3,21
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,2,Married,4658,0,No,3,3,3
35,No,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,1,Divorced,,1,No,4,2,3
42,No,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,5,Married,7770,6,No,3,4,1
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,1,Married,20165,4,No,3,3,1
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,4,Single,21829,3,Yes,3,3,5
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,2,Married,14382,5,No,3,1,1
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,2,Married,12992,3,Yes,3,3,8
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,5,Divorced,20284,1,No,4,3,21
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,2,Single,4981,8,Yes,3,3,1
26,Yes,Non-Travel,265,Sales,29,2,Medical,2,Male,2,Single,21813,8,No,3,3,2
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,5,Married,25846,1,No,3,3,32
44,No,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,4,Married,11737,3,Yes,3,3,12
50,No,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,2,Married,24920,0,No,3,3,18
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,1,Single,8269,1,No,3,3,17
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,3,Single,5083,1,Yes,3,3,21
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,1,Single,21437,0,No,3,2,2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,4,Married,5404,3,No,3,4,9
32,No,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,1,Single,11135,9,No,3,3,8
34,No,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,2,Divorced,12278,0,No,3,2,15
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,3,Married,11038,3,Yes,3,1,6
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,1,Single,8318,1,No,3,3,6
53,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,3,Married,23537,2,No,3,3,15
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,2,Divorced,7858,7,No,3,2,1
